Classe,Número,Link,Url,Relator Atual,Nome Ministro (a),Tipo Decisão,Orgão Julgador,Data Autuação,Indicador de  Processo em Tramitação,Data Baixa,Subgrupo Andamento Comissão,Andamento,Observação Andamento,Ramo Direito Novo,Assuntos,Classificação,Origem:,Relator:,Redator do acórdão:,Relator do último incidente:,REQTE.(S),ADV.(A/S),INTDO.(A/S),PROC.(A/S)(ES)
ADPF,600,ADPF-600,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5733808,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,MONOCRÁTICA,MIN. ROBERTO BARROSO,10/7/2019,Não,1/10/2020,Decisão Interlocutória,Deferido,"Petição 42286/2019: Deferido o ingresso no feito, a título de amicus curiae, do Deputado Federal Filipe Baptista de Toledo Ribeiro.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | ENSINO FUNDAMENTAL E MÉDIO2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS",Decisões,,,,,,,,
ADPF,600,ADPF-600,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5733808,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,MONOCRÁTICA,MIN. ROBERTO BARROSO,10/7/2019,Não,1/10/2020,Decisão Interlocutória,Deferido,"Petição 53257/2019: Deferido o ingresso no feito, a título de amicus curiae, da ANAJURE.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | ENSINO FUNDAMENTAL E MÉDIO2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS",Decisões,,,,,,,,
ADPF,600,ADPF-600,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5733808,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,MONOCRÁTICA,MIN. ROBERTO BARROSO,10/7/2019,Não,1/10/2020,Decisão Interlocutória,Deferido,"Petições 57492/2019, 13978/2020 e 14001/2020: Deferido o ingresso no feito a título de amicus curiae, da ANAJUDH-LGBTI.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | ENSINO FUNDAMENTAL E MÉDIO2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS",Decisões,,,,,,,,
ADPF,600,ADPF-600,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5733808,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,MONOCRÁTICA,MIN. ROBERTO BARROSO,10/7/2019,Não,1/10/2020,Decisão Interlocutória,Indeferido,Os embargos de declaração opostos pela entidade Artigo 19,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | ENSINO FUNDAMENTAL E MÉDIO2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS",Decisões,,,,,,,,
ADPF,600,ADPF-600,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5733808,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,MONOCRÁTICA,MIN. ROBERTO BARROSO,10/7/2019,Não,1/10/2020,Decisão Interlocutória,Indeferido,"Petição 15983/2020: Indeferido o ingresso no feito, a título de amicus curiae, do Artigo 1 Brasil, facultada a apresentação de memoriais.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | ENSINO FUNDAMENTAL E MÉDIO2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS",Decisões,,,,,,,,
ADPF,600,ADPF-600,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5733808,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,MONOCRÁTICA,MIN. ROBERTO BARROSO,10/7/2019,Não,1/10/2020,Decisão Interlocutória,Indeferido,"Petição 42964/2019: indeferido o ingresso no feito a título de amicus curiae do Instituto Mais Cidadania, facultada a apresentação de memoriais.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | ENSINO FUNDAMENTAL E MÉDIO2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS",Decisões,,,,,,,,
ADPF,600,ADPF-600,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5733808,MIN. ROBERTO BARROSO,MIN. ROBERTO BARROSO,MONOCRÁTICA,MIN. ROBERTO BARROSO,10/7/2019,Não,1/10/2020,Decisão Liminar,Liminar deferida,"Defiro a cautelar , para suspender os efeitos da Emenda à Lei Orgânica n.º 55, de 14 de setembro de 2018, do município de Londrina. Inclua-se o feito em pauta para a apreciação da liminar pelo pleno.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | ENSINO FUNDAMENTAL E MÉDIO2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | GARANTIAS CONSTITUCIONAIS",Decisões,,,,,,,,
ADPF,601,ADPF-601,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5733808,MIN. GILMAR MENDES,MINISTRO PRESIDENTE,MONOCRÁTICA,MIN. GILMAR MENDES,11/7/2019,Sim,,Decisão Interlocutória,Deferido,"""(...) Por esses motivos, e considerando a conexão dos fatos e das questões jurídicas discutidas nesta ação com a representação instaurada perante o TCU, autorizo o compartilhamento integral das informações constantes destes autos.
Publique-se. Intimem-se.""",DIREITO PROCESSUAL PENAL,1 - DIREITO PROCESSUAL PENAL | INVESTIGAÇÃO PENAL,Decisões,,,,,,,,
ADPF,601,ADPF-601,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5734322,MIN. GILMAR MENDES,MINISTRO PRESIDENTE,MONOCRÁTICA,MIN. GILMAR MENDES,11/7/2019,Sim,,Decisão Liminar,Liminar deferida em parte,"""(...) Com base nesses fundamentos, concedo, em parte, a medida cautelar pleiteada, apenas para determinar que as autoridades públicas e seus órgãos de apuração administrativa ou criminal abstenham-se de praticar atos que visem à responsabilização do jornalista Glenn Greenwald pela recepção, obtenção ou transmissão de informações publicadas em veículos de mídia, ante a proteção do sigilo constitucional da fonte jornalística.


Publique-se.""
",DIREITO PROCESSUAL PENAL,1 - DIREITO PROCESSUAL PENAL | INVESTIGAÇÃO PENAL,Decisões,,,,,,,,
ADI,6192,ADI-6192,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5734322,MIN. DIAS TOFFOLI,MIN. LUIZ FUX,MONOCRÁTICA,MIN. LUIZ FUX,16/7/2019,Sim,,Decisão Interlocutória,Deferido,"""(...) Ex positis, notifiquem-se as autoridades requeridas, para que prestem
informações no prazo de 10 (dez) dias. Após, dê-se vista ao AdvogadoGeral da União e à Procuradora-Geral da República, para que cada qual
se manifeste, sucessivamente, no prazo de 5 (cinco) dias. Sem prejuízo,
ADMITO o ingresso no feito, da Associação dos Magistrados do
Maranhão e da Associação Nacional dos Magistrados Estaduais, na
qualidade de amicus curiae, considerando a relevância da matéria, a
especificidade do tema objeto da demanda, a repercussão social da
controvérsia e a representatividade adequada dos requerentes, na forma
do art. 138 do CPC/2015.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,Decisões,,,,,,,,
ADI,6193,ADI-6193,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5736117,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,COLEGIADA,TRIBUNAL PLENO - SESSÃO VIRTUAL,17/7/2019,Não,6/5/2020,Decisão Final,Improcedente,"Decisão: O Tribunal, por unanimidade, julgou improcedente o pedido formulado na ação, para declarar a constitucionalidade da Lei 10.524/2017 do Estado de Mato Grosso, nos termos do voto do Relator. Não participou deste julgamento, por motivo de licença médica, o Ministro Celso de Mello. Plenário, Sessão Virtual de 28.2.2020 a 5.3.2020.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,Decisões,,,,,,,,
ADI,6193,ADI-6193,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5736662,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,MONOCRÁTICA,MIN. ALEXANDRE DE MORAES,17/7/2019,Não,6/5/2020,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","Em22.07.2019: ""(...)Diante da relevância da matéria constitucional suscitada e de seu
especial significado para a ordem social e a segurança jurídica, mostra-se
adequada a adoção do rito do art. 12 da Lei 9.868/1999, pelo que
determino:
(a) solicitem-se as informações, a serem prestadas pelo Governador e
pela Assembleia Legislativa do Estado de Mato Grosso, no prazo de 10
(dez dias); e
(b) em seguida, remetam-se os autos ao Advogado-Geral da União e
à Procuradora-Geral da República, sucessivamente, no prazo de 5 (cinco)
dias, para a devida manifestação.
Concluída a instrução, a presente ação será submetida a julgamento conjunto com a ADI 6.195.
Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE,Decisões,,,,,,,,
ADI,6194,ADI-6194,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5736662,MIN. RICARDO LEWANDOWSKI,MIN. RICARDO LEWANDOWSKI,MONOCRÁTICA,MIN. RICARDO LEWANDOWSKI,17/7/2019,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","""(...) Devido à relevância da matéria e o seu especial significado para a ordem social e a segurança jurídica, adoto o procedimento abreviado previsto no art. 12 da Lei 9.868/1999.

Isso posto, solicitem-se informações ao Governador e à Assembleia Legislativa do Estado do Ceará.

Após, ouça-se, sucessivamente, a Advocacia-Geral da União e a Procuradoria-Geral da República.

Publique-se.""
",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | SISTEMA NACIONAL DO DESPORT",Decisões,,,,,,,,
ADI,6195,ADI-6195,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5736665,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,COLEGIADA,TRIBUNAL PLENO - SESSÃO VIRTUAL,17/7/2019,Não,30/4/2020,Decisão Final,Improcedente,"Decisão: O Tribunal, por unanimidade, julgou improcedente o pedido formulado na ação direta, declarando a constitucionalidade da Lei 19.128/2017 do Estado do Paraná, nos termos do voto do Relator. Não participou deste julgamento, por motivo de licença médica, o Ministro Celso de Mello. Plenário, Sessão Virtual de 20.3.2020 a 26.3.2020.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | SISTEMA NACIONAL DO DESPORT",Decisões,,,,,,,,
ADI,6195,ADI-6195,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5736667,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,MONOCRÁTICA,MIN. ALEXANDRE DE MORAES,17/7/2019,Não,30/4/2020,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","Em22.07.2019: ""(...)Diante da relevância da matéria constitucional suscitada e de seu
especial significado para a ordem social e a segurança jurídica, mostra-se
adequada a adoção do rito do art. 12 da Lei 9.868/1999, pelo que
determino:
(a) solicitem-se as informações, a serem prestadas pelo Governador e
pela Assembleia Legislativa do Estado do Paraná, no prazo de 10 (dez
dias); e
(b) em seguida, remetam-se os autos ao Advogado-Geral da União e
à Procuradora-Geral da República, sucessivamente, no prazo de 5 (cinco)
dias, para a devida manifestação.
Concluída a instrução, a presente ação será submetida a julgamento
conjunto com a ADI 6.193.
Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIÇOS | SISTEMA NACIONAL DO DESPORT",Decisões,,,,,,,,
ADI,6196,ADI-6196,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5736667,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,COLEGIADA,TRIBUNAL PLENO - SESSÃO VIRTUAL,18/7/2019,Não,2/6/2020,Decisão em recurso interno,Embargos rejeitados,"Decisão: O Tribunal, por unanimidade, rejeitou os embargos de declaração, nos termos do voto do Relator. Plenário, Sessão Virtual de 24.4.2020 a 30.4.2020.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REAJUSTES DE",Decisões,,,,,,,,
ADI,6196,ADI-6196,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5736977,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,COLEGIADA,TRIBUNAL PLENO - SESSÃO VIRTUAL,18/7/2019,Não,2/6/2020,Decisão Final,Improcedente,"Decisão: O Tribunal, por maioria, conheceu parcialmente da ação direta e julgou improcedente o pedido formulado, nos termos do voto do Relator, vencido, em parte, o Ministro Ricardo Lewandowski. Não participou deste julgamento, por motivo de licença médica, o Ministro Celso de Mello. Plenário, Sessão Virtual de 13.3.2020 a 19.3.2020.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | REAJUSTES DE",Decisões,,,,,,,,
ADI,6197,ADI-6197,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5736977,MIN. ALEXANDRE DE MORAES,MIN. ALEXANDRE DE MORAES,COLEGIADA,TRIBUNAL PLENO,18/7/2019,Sim,,Decisão Final,Procedente em parte,"Decisão: O Tribunal, por maioria, declarou a constitucionalidade da percepção de honorários de sucumbência pelos Procuradores do Estado de Roraima e julgou parcialmente procedente o pedido formulado na ação direta para, conferindo interpretação conforme à Constituição aos arts. 14, § 3º, V, e 74 da Lei Complementar 71/2003, e ao art. 2º, parágrafo único, da Lei 484/2005, ambas do Estado de Roraima, estabelecer que a somatória dos subsídios e honorários de sucumbência percebidos mensalmente pelos Procuradores do Estado de Roraima não poderá exceder ao teto dos Ministros do Supremo Tribunal Federal, conforme o que dispõe o art. 37, XI, da Constituição Federal, nos termos do voto do Relator, vencido o Ministro Marco Aurélio. O Ministro Roberto Barroso acompanhou o Relator com ressalvas. Falou, pelo interessado Governador do Estado de Roraima, o Dr. Marcelo de Sá Mendes, Procurador do Estado. Plenário, Sessão Virtual de 12.6.2020 a 19.6.2020. ",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | SUCUMBÊNCIA  | HONORÁRIOS ADVOCATÍ3 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | CATEGORIAS ES",Decisões,,,,,,,,
ADI,6197,ADI-6197,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5737188,MIN. ALEXANDRE DE MORAES,MINISTRO PRESIDENTE,MONOCRÁTICA,PRESIDÊNCIA,18/7/2019,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","Solicitem-se informações aos requeridos. Após, abra-se vista, sucessivamente, no prazo de cinco dias, ao Advogado-Geral da União e ao Procurador-Geral da República.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | SUCUMBÊNCIA  | HONORÁRIOS ADVOCATÍ3 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | CATEGORIAS ES",Decisões,,,,,,,,
ADI,6198,ADI-6198,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5737188,MIN. NUNES MARQUES,MINISTRO PRESIDENTE,MONOCRÁTICA,PRESIDÊNCIA,18/7/2019,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","Solicitem-se informações aos requeridos. Após, abra-se vista, sucessivamente, no prazo de cinco dias, ao Advogado-Geral da União e ao Procurador-Geral da República.",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,"1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE2 - DIREITO PROCESSUAL CIVIL E DO TRABALHO |  PARTES E PROCURADORES | SUCUMBÊNCIA  | HONORÁRIOS ADVOCATÍ3 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | CATEGORIAS ES",Decisões,,,,,,,,
ADI,6199,ADI-6199,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5737192,MIN. NUNES MARQUES,MIN. CELSO DE MELLO,MONOCRÁTICA,MIN. CELSO DE MELLO,19/7/2019,Sim,,Decisão Liminar,Liminar deferida ad referendum,"""(...) Sendo assim, e em face das razões ora expostas, defiro, “ad referendum” do E. Plenário do Supremo Tribunal Federal, o pedido de medida cautelar, para suspender, até final julgamento da presente ação direta de inconstitucionalidade, a eficácia da Lei estadual nº 16.600/2019, editada pelo Estado de Pernambuco.

Comunique-se, com urgência, transmitindo-se cópia desta decisão ao Senhor Governador do Estado de Pernambuco e à Augusta Assembleia Legislativa dessa mesma unidade da Federação. (...)
",DIREITO DO CONSUMIDOR,1 - DIREITO DO CONSUMIDOR | CONTRATOS DE CONSUMO,Decisões,,,,,,,,
ADPF,602,ADPF-602,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5737323,MIN. RICARDO LEWANDOWSKI,MIN. RICARDO LEWANDOWSKI,MONOCRÁTICA,MIN. RICARDO LEWANDOWSKI,22/7/2019,Não,10/9/2019,Decisão Final,Negado seguimento,"Em 08/08/2019: ""(...) Isso posto, nego seguimento à ação (art. 4°, §1º, da Lei 9.882/1999 e art. 21, § 1°, do RISTF).""",DIREITO PROCESSUAL PENAL,"1 - DIREITO PROCESSUAL PENAL | AÇÃO PENAL | PROVAS2 - DIREITO PROCESSUAL PENAL | INVESTIGAÇÃO PENAL | QUEBRA DO SIGILO BANCÁRIO3 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | CONTROLE DE CONSTITUCIONALIDADE",Decisões,,,,,,,,
ADPF,603,ADPF-603,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5737854,MIN. DIAS TOFFOLI,MIN. LUIZ FUX,MONOCRÁTICA,MIN. LUIZ FUX,25/7/2019,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","Em 06.02.2020: ""(...)conveniente que a decisão venha a ser tomada em caráter definitivo,
mediante a adoção do rito abreviado previsto no artigo 12 da Lei federal
9.868/1999.
Ex positis, notifiquem-se as autoridades requeridas, para que prestem
informações no prazo de 10 (dez) dias. Após, dê-se vista ao AdvogadoGeral da União e à Procuradora-Geral da República, para que cada qual
se manifeste, sucessivamente, no prazo de 5 (cinco) dias.
Publique-se. Intimem-se.""",DIREITO ELEITORAL,1 - DIREITO ELEITORAL | ELEIÇÕES | CANDIDATOS |REGISTRO DE CANDIDATURA,Decisões,,,,,,,,
ADPF,604,ADPF-604,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5739273,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,26/7/2019,Não,30/8/2019,Decisão Final,Não conhecido(s),"em 1º.8.2019 ""(...) Ante o exposto, não conheço da presente arguição de descumprimento de preceito fundamental (art. 4º da Lei 9.882/1999). 
Publique-se.""",DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,1 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | SERVIDOR PÚBLICO CIVIL | PROCESSO ADMI,Decisões,,,,,,,,
ADPF,605,ADPF-605,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5739696,MIN. DIAS TOFFOLI,MIN. LUIZ FUX,MONOCRÁTICA,MIN. LUIZ FUX,29/7/2019,Sim,,Decisão Liminar,Liminar deferida,"""(...) Ex positis, defiro a liminar, ad referendum do Plenário, com fulcro no art. 5º, § 1º, da Lei n.º 9.882/99, nos exatos termos requeridos na inicial, para determinar a preservação do material probatório já colhido no bojo da Operação Spoofing e eventuais procedimentos correlatos até o julgamento final desta ADPF. Determino, outrossim, seja remetida a este Relator cópia do inteiro teor do inquérito relativo à referida operação, incluindo-se as provas acostadas, as já produzidas e todos os atos subsequentes que venham a ser praticados. Todos esses elementos deverão ser acostados aos autos em apenso, que tramitará sob segredo de justiça.

Intime-se com urgência, por meio que garanta máxima celeridade, o Exmo. Ministro da Justiça e Segurança Pública para prestar informações no prazo de cinco dias, na forma do art. 5º, § 2º, da Lei n.º 9.882/99. Intime-se, ainda, a Polícia Federal para a remessa das cópias indicadas na presente ordem no mesmo prazo.

Dê-se ciência à Procuradora-Geral da República e à Advocacia-Geral da União.

Publique-se. Intimem-se.""",DIREITO PROCESSUAL PENAL,"1 - DIREITO PROCESSUAL PENAL | INVESTIGAÇÃO PENAL2 - DIREITO PROCESSUAL PENAL | AÇÃO PENAL | PROVAS",Decisões,,,,,,,,
ADPF,606,ADPF-606,http://www.stf.jus.br/portal/processo/verProcessoAndamento.asp?incidente=5739926,MIN. GILMAR MENDES,MIN. GILMAR MENDES,MONOCRÁTICA,MIN. GILMAR MENDES,29/7/2019,Sim,,Decisão Liminar,"Adotado rito do Art. 12, da Lei 9.868/99","""Adoto, por analogia, o rito do art. 12 da Lei nº 9.868, de 10 de novembro de 1999, e determino: 1) requisitem-se informações, a serem prestadas no prazo de 10 dias; 2) após, remetam-se os autos, sucessivamente, à Advocacia-Geral da União e à Procuradoria-Geral da República, para que se manifestem no prazo de 5 dias. Publique-se.""
",DIREITO DO TRABALHO,1 - DIREITO DO TRABALHO | CONTRATO INDIVIDUAL DE TRABALHO | RECONHECIMENTO DE RELAÇÃO DE EMPREGO,Decisões,,,,,,,,
